time,theta_PID1_noload,theta_PID2_noload,theta_PID3_noload,theta_ref,Volt_PID1_noload,Volt_PID2_noload,Volt_PID3_noload
5.62,89.998034068926,90.0544512834267,90.0118835623442,90,0.001010267873787,-0.0247656364754643,0.000179603467362715
5.63,89.9990465840785,90.0441518349812,90.0120929401117,90,0.000893571104975842,-0.0219308241007177,0.000160856212921195
5.64,90.0000173639199,90.0335730540872,90.0122914915665,90,0.000785140348852416,-0.018931877722651,0.000142429549833101
5.65,90.0009448430275,90.0228423427945,90.0124794185442,90,0.000685619746371898,-0.0158070934473456,0.000124331670582377
5.66,90.0018278760128,90.0120850617564,90.0126569170263,90,0.000595511710899671,-0.0125950526769896,0.000106571661584839
5.67,90.0026657365569,90.0014231908456,90.0128241779167,90,0.000515176561083953,-0.00933418315535819,8.91592583819904e-05
5.68,90.0034581109125,89.9909740666344,90.0129813878035,90,0.00044483406201574,-0.00606233455320269,7.21046074097656e-05
5.69,90.0042050862064,89.9808492085868,90.0131287296999,90,0.000384566768957062,-0.0028163729058091,5.54180369833289e-05
5.7,90.0049071339295,89.9711532444711,90.013266383752,90,0.000334325048510168,0.000368202121439717,3.91098398498681e-05
5.71,90.0055650890487,89.9619829440871,90.0133945279099,90,0.00029393363538434,0.00345761353461588,2.31900694268262e-05
5.72,90.0061801252129,89.9534263689303,90.0135133385532,90,0.000263099568804393,0.00642013367535852,7.66835146384735e-06
5.73,90.0067537265586,89.9455621438949,90.0136229910665,90,0.000241421341168365,0.00922637846744341,-7.44628739370989e-06
5.74,90.0072876566408,89.9384588555794,90.0137236603599,90,0.000228399082877211,0.0118495669087343,-2.21455729514318e-05
5.75,90.0077839250311,89.9321745802124,90.0138155213318,90,0.000223445601374451,0.0142657439276758,-3.6422117878038e-05
5.76,90.0082447521316,89.9267565426788,90.0138987492708,90,0.000225898089119252,0.0164539651872707,-5.02695366113345e-05
5.77,90.0086725327532,89.9222409066241,90.0139735201955,90,0.000235030314613702,0.0183964428856818,-6.36825404416908e-05
5.78,90.0090697989961,89.918652694147,90.0140400111313,90,0.000250065112480142,0.0200786520656481,-7.66570127786565e-05
5.79,90.0094391829596,89.9160058321938,90.0140984003244,90,0.000270186992835406,0.0214893973999933,-8.91900648262362e-05
5.8,90.0097833797839,89.9143033214317,90.0141488673948,90,0.00029455469657323,0.0226208408625509,-0.000101280072116253
5.81,90.0101051115009,89.9135375221402,90.0141915934285,90,0.000322313531785618,0.0234684911184671,-0.000112926692607296
5.82,90.0104070921395,89.9136905505091,90.0142267610126,90,0.000352607336650691,0.0240311558707606,-0.000124130867183201
5.83,90.0106919944922,89.9147347776953,90.0142545542158,90,0.000384589926173981,0.0243108587772982,-0.000134894803642465
5.84,90.0109624189128,89.9166334230649,90.0142751585179,90,0.000417435893324176,0.0243127229006787,-0.000145221945315938
5.85,90.0112208644675,89.9193412322485,90.0142887606922,90,0.000450350649495151,0.0240448229696469,-0.000155116925668137
5.86,90.0114697027203,89.9228052299626,90.0142955486449,90,0.000482579604550795,0.0235180090123018,-0.000164585510255761
5.87,90.0117111543812,89.9269655370107,90.0142957112173,90,0.000513416402629021,0.0227457041659649,-0.000173634527548359
5.88,90.0119472690016,89.9317562404703,90.0142894379533,90,0.000542210146130971,0.0217436796749565,-0.000182271790135448
5.89,90.0121799078497,89.937106305799,90.01427691884,90,0.000568371556962844,0.0205298102540852,-0.000190506007885774
5.9,90.0124107300523,89.9429405194546,90.0142583440242,90,0.000591378040384907,0.0191238131220086,-0.000198346694629618
5.91,90.0126411820401,89.9491804506166,90.0142339035113,90,0.000610777633124527,0.0175469740943438,-0.000205804069926735
5.92,90.0128724902889,89.9557454207176,90.0142037868503,90,0.000626191832997029,0.0158218641717455,-0.00021288895741823
5.93,90.0131056573072,89.9625534697346,90.0141681828112,90,0.000637317322388448,0.0139720500639907,-0.000219612681279074
5.94,90.0133414607759,89.9695223085487,90.0141272790581,90,0.000643926612063269,0.0120218020581338,-0.000225986962134349
5.95,90.0135804557113,89.9765702471529,90.0140812618233,90,0.000645867645051555,0.00999580256899226,-0.00023202381382735
5.96,90.0138229794873,89.9836170890514,90.014030315587,90,0.000643062412339154,0.00791885860495781,-0.000237735442217259
5.97,90.0140691595202,89.9905849828564,90.0139746227641,90,0.000635504643086629,0.00581562124407422,-0.000243134147183676
5.98,90.0143189233963,89.9973992228282,90.0139143634056,90,0.00062325664146272,0.00371031504654875,-0.000248232228867965
5.99,90.014572011195,90.0039889909143,90.0138497149139,90,0.000606445350489122,0.00162648013357368,-0.000253041899051372
6,90.0148279897476,90.0102880337153,90.013780851777,90,0.000585257729884549,-0.000413270558889727,-0.000257575198469296
